date,open,close,low,high,volume
2008-01-04,21.78143310546875,21.324188232421875,21.137134552001953,21.968486785888672,5694095.0
2008-02-18,20.210176467895508,20.368133544921875,20.160295486450195,20.49283790588379,3344189.0
2008-02-26,21.15791893005371,22.13475799560547,20.999961853027344,22.19710922241211,13730398.0
2008-04-24,22.13475799560547,22.527572631835938,22.10358238220215,22.695920944213867,5235004.0
2008-05-07,24.56022834777832,24.005300521850586,23.63119125366211,24.610109329223633,11040003.0
2008-05-13,24.005300521850586,24.161178588867188,23.475313186645508,24.22353172302246,4010974.0
2008-05-29,23.961654663085938,24.566463470458984,23.637426376342773,24.628814697265625,11763803.0
2008-06-02,24.10506248474121,24.504112243652344,24.067651748657227,24.585168838500977,9081106.0
2008-06-03,24.067651748657227,23.880598068237305,23.63119125366211,24.317058563232422,9327131.0
2008-06-04,23.818246841430664,23.381786346435547,23.26331901550293,24.036476135253906,5525454.0
2008-06-05,23.257083892822266,23.132381439208984,22.88297462463379,23.41919708251953,6685492.0
2008-06-06,23.444137573242188,23.818246841430664,23.18849754333496,23.818246841430664,4983045.0
2008-06-11,22.421573638916016,21.71076774597168,21.592300415039062,22.546276092529297,7143059.0
2008-06-18,22.465219497680664,22.240755081176758,22.078641891479492,22.758272171020508,7391490.0
2008-06-25,21.09972381591797,21.349130630493164,20.987491607666016,21.554889678955078,10352769.0
2008-07-17,21.105958938598633,20.88772964477539,20.713144302368164,21.38654136657715,12406611.0
2008-07-23,21.51124382019043,21.205720901489258,21.05607795715332,21.57359504699707,12022979.0
2008-08-20,18.537080764770508,18.674253463745117,18.381202697753906,18.699193954467773,5702034.0
2008-08-28,18.954835891723633,18.99848175048828,18.761545181274414,19.067066192626953,5810612.0
2008-09-03,19.01718521118164,19.01718521118164,18.780250549316406,19.260356903076172,10316844.0
2008-10-13,15.0142240524292,16.828651428222656,14.714937210083008,17.021940231323242,15108554.0
2008-10-28,12.819454193115234,13.586376190185547,12.582517623901367,13.586376190185547,15651124.0
2008-10-30,15.213748931884766,16.136550903320312,15.095280647277832,16.336074829101562,15695228.0
2008-11-17,14.52788257598877,14.808465003967285,14.35953426361084,15.145161628723145,5158662.0
2008-11-19,13.723549842834473,13.380617141723633,13.15615177154541,14.303418159484863,6327841.0
2008-12-03,14.989283561706543,15.207513809204102,14.652585983276367,15.400802612304688,7841038.0
2008-12-19,15.955731391906738,15.307275772094727,15.307275772094727,16.336074829101562,7283874.0
2009-02-05,12.906745910644531,13.46790885925293,12.875570297241211,13.70484447479248,10896141.0
2009-03-03,12.60745906829834,12.351818084716797,12.046296119689941,12.657340049743652,11286990.0
2009-04-14,16.491952896118164,15.93702507019043,15.855969429016113,16.523128509521484,10465838.0
2009-05-29,13.18311882019043,13.011351585388184,12.650641441345215,13.200296401977539,1309448037.0
2009-06-01,13.22176742553711,13.238943099975586,13.032822608947754,13.397828102111816,12161356.0
2009-06-02,13.097235679626465,12.985587120056152,12.882527351379395,13.479416847229004,525327824.0
2009-06-03,12.886820793151855,12.654934883117676,12.28993034362793,12.934057235717773,847939212.0
2009-06-04,12.796643257141113,12.865349769592285,12.457403182983398,12.865349769592285,405875330.0
2009-06-05,13.144471168518066,12.766584396362305,12.667818069458008,13.170236587524414,531661984.0
2009-06-08,12.633464813232422,12.886820793151855,12.59911060333252,12.989880561828613,315892986.0
2009-06-09,13.011351585388184,12.766584396362305,12.624876022338867,13.075764656066895,5929892.0
2009-06-10,12.964116096496582,12.856761932373047,12.616288185119629,12.964116096496582,6574719.0
2009-06-12,12.955528259277344,13.101530075073242,12.826702117919922,13.18311882019043,9905742.0
2009-06-15,12.843878746032715,12.732231140136719,12.43163776397705,12.942645072937012,9266271.0
2009-06-16,12.775172233581543,12.689289093017578,12.607699394226074,12.938350677490234,6882345.0
2009-06-17,12.54758071899414,12.569051742553711,12.41016674041748,12.66352367401123,10005412.0
2009-06-18,12.616288185119629,12.487462997436523,12.380107879638672,12.62058162689209,7770059.0
2009-06-19,12.611993789672852,12.607699394226074,12.465991973876953,12.73652458190918,7612403.0
2009-06-22,12.474579811096191,12.195459365844727,12.113868713378906,12.517521858215332,9868250.0
2009-06-23,12.302812576293945,11.894865989685059,11.826160430908203,12.302812576293945,18203959.0
2009-06-24,11.808982849121094,11.894865989685059,11.787511825561523,12.02369213104248,84979055.0
2009-06-25,11.894865989685059,12.277048110961914,11.890571594238281,12.358636856079102,12617555.0
2009-06-26,12.324283599853516,12.41016674041748,12.277048110961914,12.560463905334473,13133137.0
2009-06-29,12.581933975219727,12.538992881774902,12.371520042419434,12.676405906677246,8445159.0
2009-06-30,12.62058162689209,12.444520950317383,12.367225646972656,12.646347045898438,10693088.0
2009-07-01,12.496050834655762,12.41016674041748,12.345754623413086,12.581933975219727,13324792.0
2009-07-02,12.23840045928955,12.195459365844727,12.135339736938477,12.341461181640625,14553433.0
2009-07-03,12.251282691955566,12.066633224487305,12.015103340148926,12.255577087402344,4591800.0
2009-07-06,11.894865989685059,12.006514549255371,11.851924896240234,12.066633224487305,10769703.0
2009-07-07,12.066633224487305,11.916337013244629,11.830453872680664,12.066633224487305,15148890.0
2009-07-08,11.826160430908203,11.615744590759277,11.486920356750488,11.946395874023438,22364012.0
2009-07-10,11.594273567199707,11.538450241088867,11.409624099731445,11.65439224243164,13167602.0
2009-07-13,11.65439224243164,11.684452056884766,11.486920356750488,11.787511825561523,12329490.0
2009-07-14,11.766040802001953,11.650097846984863,11.486920356750488,11.766040802001953,16522146.0
2009-07-15,11.787511825561523,12.152517318725586,11.72739315032959,12.23840045928955,11227533.0
2009-07-16,12.027985572814941,12.23840045928955,11.98075008392334,12.324283599853516,8350845.0
2009-07-17,12.212635040283203,12.264164924621582,12.100987434387207,12.367225646972656,10408749.0
2009-07-20,12.397285461425781,12.603404998779297,12.392991065979004,12.603404998779297,11342805.0
2009-07-21,12.667818069458008,12.474579811096191,12.40587329864502,12.706465721130371,11216587.0
2009-07-22,12.350049018859863,12.52610969543457,12.341461181640625,12.710760116577148,8865263.0
2009-07-23,12.667818069458008,12.830997467041016,12.560463905334473,13.007058143615723,21051769.0
2009-07-24,12.762290000915527,12.934057235717773,12.749406814575195,12.968409538269043,6572390.0
2009-07-27,12.946939468383789,12.925468444824219,12.822407722473145,13.028529167175293,7872290.0
2009-07-28,12.818114280700684,12.865349769592285,12.633464813232422,12.878232955932617,7850400.0
2009-07-29,12.732231140136719,12.646347045898438,12.500345230102539,12.753701210021973,9055288.0
2009-07-30,12.878232955932617,12.783761024475098,12.753701210021973,12.929762840270996,8203436.0
2009-07-31,12.73652458190918,12.689289093017578,12.560463905334473,12.861056327819824,8195286.0
2009-08-03,12.882527351379395,12.946939468383789,12.818114280700684,13.002763748168945,10619965.0
2009-08-04,12.903998374938965,12.805232048034668,12.740818977355957,13.002763748168945,18115001.0
2009-08-05,12.861056327819824,13.032822608947754,12.573346138000488,13.075764656066895,21995839.0
2009-08-06,13.075764656066895,12.861056327819824,12.805232048034668,13.170236587524414,13526693.0
2009-08-07,12.946939468383789,13.140176773071289,12.946939468383789,13.337709426879883,18024413.0
2009-08-10,13.097235679626465,13.269002914428711,13.041411399841309,13.269002914428711,9479351.0
2009-08-11,13.200296401977539,12.878232955932617,12.822407722473145,13.213177680969238,17321135.0
2009-08-12,12.882527351379395,13.011351585388184,12.848173141479492,13.08435344696045,11674417.0
2009-08-13,13.097235679626465,12.869644165039062,12.723642349243164,13.097235679626465,11632500.0
2009-08-14,12.818114280700684,12.775172233581543,12.478874206542969,12.839585304260254,13413750.0
2009-08-17,12.496050834655762,12.414462089538574,12.414462089538574,12.560463905334473,8365982.0
2009-08-18,12.517521858215332,12.616288185119629,12.48316764831543,12.706465721130371,9789771.0
2009-08-19,12.496050834655762,12.775172233581543,12.42734432220459,12.822407722473145,10820702.0
2009-08-20,12.826702117919922,12.989880561828613,12.749406814575195,12.989880561828613,10067124.0
2009-08-21,13.054293632507324,13.011351585388184,12.929762840270996,13.144471168518066,13881127.0
2009-08-24,13.054293632507324,12.951233863830566,12.951233863830566,13.337709426879883,13362284.0
2009-08-25,13.032822608947754,13.054293632507324,12.946939468383789,13.269002914428711,13343422.0
2009-08-26,13.054293632507324,13.269002914428711,13.032822608947754,13.324827194213867,13699253.0
2009-08-27,13.290472984313965,13.269002914428711,13.032822608947754,13.333415031433105,12206766.0
2009-08-28,13.269002914428711,13.354886054992676,13.269002914428711,13.479416847229004,10359380.0
2009-08-31,13.24753189086914,13.20458984375,13.041411399841309,13.24753189086914,8614691.0
2009-09-01,13.217472076416016,13.054293632507324,12.942645072937012,13.311944007873535,7541144.0
2009-09-02,12.99417495727539,12.934057235717773,12.921174049377441,13.127294540405273,8075356.0
2009-09-03,12.981292724609375,12.968409538269043,12.869644165039062,13.075764656066895,6116191.0
2009-09-04,13.028529167175293,13.367769241333008,12.968409538269043,13.367769241333008,7949837.0
2009-09-08,13.513771057128906,13.539536476135254,13.311944007873535,13.548124313354492,6479706.0
2009-09-09,13.488005638122559,13.625418663024902,13.423592567443848,13.664067268371582,6697909.0
2009-09-10,13.591066360473633,13.719890594482422,13.462240219116211,13.780009269714355,8278422.0
2009-09-11,13.737068176269531,13.887364387512207,13.732773780822754,13.913128852844238,5892399.0
2009-09-14,13.780009269714355,13.956070899963379,13.659772872924805,13.956070899963379,5666046.0
2009-09-15,13.956070899963379,14.106367111206055,13.848715782165527,14.145013809204102,7522048.0
